text,date,evento,sentiment,score
Once again has been proven correct. FraudNewsCNN blames obesity amp global warming. We know the real reason.,,,NEG,0.8655
"China clarifies for Trump uh, no, global warming is not a Chinese hoax China clarifies Ã â Â",,,NEU,0.63
"maybe, and yet, the president claims climate change is a chinese conspiracy, while having to pay flood insurance in Florida.",,,NEG,0.7368
RT Articles? like global warming articles? This are many and fake too.,,,NEG,0.8934
RT My president elect thinks global warming is a hoax Ã Å Ëœï,,,NEG,0.7814
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
U.S. allies plan to give DT an earful on climate change at G 7 summit The Washington Post,,,NEU,0.8249
Wow. Woke up to this news. Can't believe people are still denying climate change. The hurts... Huge blow to the Ear,,,NEG,0.9217
RT region of US that denies climate change amp hates feds will now demand federal aid to cushion consequences of their s,,,NEG,0.6804
All these natural really unnatural bc climate change disaster going on the most sickening thing is seeing countries fight for relief,,,NEG,0.9234
RT China to Donald Trump climate change is not a hoax we made up,,,NEU,0.7033
We will stand tall against the dark forces that denies climate change.,,,NEU,0.6561
RT Do you believe man made climate change is happening?,,,NEU,0.8204
The new Bill Nye show's first episode was about global warming and I can't believe the liberals brainwashed him too,,,NEG,0.7152
RT 'You might as well not believe in gravity.' Leo slams climate change skeptics.,,,NEG,0.7377
RT Only Greyface denies global warming. Don't be like Greyface. EarthDay ScienceMarch,,,NEG,0.7094
It's 57 degrees and tn it's gonna drop to 30 and we are going to get 8 10 inches of snow u wanna tell me again how global warming is a myth?,,,NEG,0.7462
Very true we have to get out global warming is a hoax,,,NEG,0.7525
RT FACT There are 50 states ALT FACT numbers are a hoax invented by climate change,,,NEG,0.5175
Arnold Schwarzenegger doesn't give a damn if you believe In climate change,,,NEG,0.8168
"Stella blizzard2017 reveal all the 'it's snowing, therefore global warming isn't real' idiots that don't seem to understand basic science.",,,NEG,0.7874
RT Trump Want to know what fake news is? Your denial of climate change and the lies spread by fossil fuel companies to pro,,,NEG,0.8046
"Remember when Trump bragged about committing sexual assault, disregarded the Geneva conventions, and called climate change a hoax?",,,NEG,0.8832
"RT Trump pretends not to believe in climate change, but he's buying a wall to protect his Ireland golf course from rising seaÃ â Â",,,NEU,0.5974
"RT I'm not saying global warming isn't real, I'm just saying this is one of the colder summers I can remember.",,,NEG,0.6379
RT 'Sundance filmgoers warn of global warming impacts. Warn 'criminal deniers We are coming for you ',,,NEG,0.7499
"RT Trustworthy Pick a lie, any lie. Inauguration crowd, voter fraud, climate change hoax, etc. You have a whole buffet",,,NEG,0.7926
"RT Trump is making biggest bet any leader has ever made physics isn't real, and climate change can be safely ignored",,,NEU,0.4635
"RT Lord Dampnut, the device you tweet on at 3am was invented and developed by those who believe in climate change. So pull",,,NEU,0.768
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
64 of Americans are concerned about climate change so why are we stocking the cabinet with morons who straight up don't believe it exists?,,,NEG,0.8308
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
"climate change is REAL. Pope Francis believes, so should you.",,,POS,0.5297
Great Barrier Reef is A OK says climate change denier as she manhandles coral by,,,NEG,0.4792
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
RT If we were actually entering normal December all this rain would be snow but global warming doesn't exist right lol,,,NEG,0.4958
"RT Tomorrow is Earth Day and if America would've chosen wiser, we could be fighting climate change instead of denying",,,NEU,0.5203
"RT Even if you don't believe in climate change, WHY WOULD YOU BE AGAINST MAKING THE WORLD A BETTER PLACE????",,,NEG,0.6779
"Rick 'Glasses Make Me Smarter' Perry as leader of the DOE. Openly a climate change denier, and STILL has a site up running for POTUS 2016.",,,NEG,0.6302
No it doesn't. It's a Chinese myth like climate change.,,,NEG,0.7004
RT if global warming isn't real then explain this,,,NEG,0.6177
Not to mention listening for more than 3 seconds to climate change deniers,,,NEG,0.7494
The people denying climate change are the ones saying 'I know more about science than a large majority of professional scientists.',,,NEU,0.5134
RT EPA flooded with phone calls after EPA head denies CO2 role in climate change report,,,NEU,0.6291
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real. Ã â Â",,,NEU,0.5291
RT The UK Govt approving a third runway shows that they are in denial about climate change mankind's greatest threat. Very,,,NEG,0.8756
RT It's crazy to me that our future president believes climate change is a hoax.,,,NEG,0.8721
"RT 'A cheater! A liar! A climate change denier!' 'Say it loud, say it clear! Immigrants are welcome here!' 'No Trump! No KK",,,NEG,0.8371
3Novices Does Donad Trump still think climate change is a hoax? No one can say The White House refused to say w,,,NEG,0.6724
RT Founder of the weather channel calls global warming a huge hoax founded on faked data and junk science,,,NEG,0.8105
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Opinions Denying climate change ignores basic science bdcnews bdcnews,,,NEG,0.6595
"RT MAY I need 6 weeks to improve my position EU OK MAY Returns with some climate change denying, fundamentalist",,,NEU,0.615
The denial of climate change and global warming is the most idiotic strategic move from Trump ever !!!,,,NEG,0.8931
EPA head Scott Pruitt denies that carbon dioxide causes global warming,,,NEU,0.6785
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"This is what climate change looks like CNN, thanks for more FAKE NEWS!",,,NEG,0.9337
I wonder if you are rethinking that climate change is a hoax theory when most of the scientific community says it's real.,,,NEG,0.527
RT If global warming is a hoax why is it 8 fucking degrees outside rn,,,NEG,0.8948
But global warming is a 'hoax' .... riiiiiiiiiiiiiiight shit drying up like a raisin.,,,NEG,0.8456
"RT This is climate change, Mr. President. It affects us all whether or not you believe in it.",,,NEU,0.6693
"RT Trump's budget treats climate change as the hoax he once called it, slashing funding for action on global warming",,,NEG,0.8279
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Why you shouldnÃ â â t trust climate change deniers â â s Reality Check,,,NEU,0.5334
RT Jesus his first piece for the NYT is about denying climate change. Says polls were wrong about the election so clim,,,NEG,0.764
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
RT when ur at a party and u remember ur president doesn't believe in climate change,,,NEG,0.5954
"WASHINGTON While President Donald Trump 's beliefs about global warming remain something of a mystery, his ac",,,NEU,0.7605
RT people be like global warming isn't real...explain it being 52 degrees rn then,,,NEG,0.5131
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
President elect Donald Trump is a global warming denier Tahiti will be under water soon so good time as any to go bÃ â Â,,,NEG,0.6448
RT New EPA chief says he does not believe that carbon dioxide is a primary contributor to global warming.,,,NEU,0.7135
It's fucking November and I'm still in t shirts and track shorts. You can't tell me climate change isn't real.,,,NEG,0.8706
And doesn't believe in global warming,,,NEG,0.5811
NewBluehand Bluehand Trump Want to know what fake news is? Your denial of climate change and the lies spread by fossil fuel companies to,,,NEG,0.7487
Climate deniers blame global warming on nature. This NASA data begs to differ These are what are called facts.,,,NEG,0.5473
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT I want to be able to understand the people who believe that the government controls the weather but that climate change isÃ â Â,,,NEU,0.6201
A disaster for the planet as climate change deniers are handed power global implications of Trump's ignorance,,,NEG,0.8809
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT The people who predicted parts of Manhattan would be underwater by 2008 due to climate change are concerned about 'fakeÃ â Â,,,NEG,0.6606
